sku_id,current_stock,avg_daily_sales,sales_volatility,supplier_lead_time_days,safety_stock_level,reorder_point,seasonality_index,historical_stockout_count,will_stockout_next_30_days
SKU-03814,130,4.61,1.11,17,46,85,0.65,2,0
SKU-03815,1006,31.23,9.37,7,286,395,0.59,1,0
SKU-03816,434,19.1,7.13,13,167,291,1.43,3,1
SKU-03817,209,5.0,2.1,16,23,63,1.42,1,0
SKU-03818,9,2.49,1.42,20,10,35,0.91,1,1
SKU-03819,47,4.91,1.31,10,21,46,0.92,1,1
SKU-03820,16,4.37,1.71,3,21,28,1.35,0,1
SKU-03821,349,12.26,6.75,25,44,197,1.03,3,1
SKU-03822,54,1.16,0.28,28,11,27,0.62,1,0
SKU-03823,22,1.87,1.0,4,8,12,0.61,1,1
SKU-03824,216,12.02,6.96,10,55,115,0.63,1,0
SKU-03825,56,4.21,2.2,14,39,68,1.28,1,1
SKU-03826,79,5.65,2.17,23,55,120,1.1,2,1
SKU-03827,556,14.1,6.5,23,64,226,0.8,1,0
SKU-03828,526,16.08,5.48,11,81,169,0.66,2,0
SKU-03829,949,18.5,7.37,10,159,251,0.62,2,0
SKU-03830,592,13.3,7.81,13,130,216,1.24,1,0
SKU-03831,252,6.97,1.57,8,53,81,1.39,0,0
SKU-03832,290,6.53,3.24,14,40,86,1.03,0,0
SKU-03833,44,5.96,2.1,9,46,73,1.27,2,1
SKU-03834,154,2.86,0.54,3,24,28,0.78,0,0
SKU-03835,78,3.75,1.58,21,14,53,1.09,2,1
SKU-03836,320,16.92,8.4,24,102,305,0.94,4,1
SKU-03837,98,4.58,1.76,10,41,64,0.59,0,0
SKU-03838,188,2.87,1.49,13,23,42,0.99,1,0
SKU-03839,623,17.87,5.06,13,73,189,1.35,0,1
SKU-03840,105,9.48,5.28,2,79,88,0.55,1,1
SKU-03841,356,23.75,10.07,17,182,384,0.98,1,1
SKU-03842,666,22.12,11.09,14,107,262,1.37,2,1
SKU-03843,127,3.11,0.74,28,17,61,1.29,1,0
SKU-03844,187,7.53,2.43,12,39,84,0.99,3,1
SKU-03845,302,3.51,1.95,24,35,77,0.67,0,0
SKU-03846,127,3.48,0.44,12,15,36,1.35,0,0
SKU-03847,82,5.82,1.76,7,51,71,0.65,1,0
SKU-03848,145,12.51,6.13,11,84,153,0.78,2,1
SKU-03849,143,12.56,5.93,26,115,278,0.62,0,1
SKU-03850,913,11.51,6.05,9,114,166,0.96,1,0
SKU-03851,362,6.95,3.26,25,68,155,1.13,1,0
SKU-03852,1003,13.03,7.47,20,117,247,1.33,1,0
SKU-03853,121,2.83,0.99,22,17,48,0.96,1,0
SKU-03854,323,9.59,3.95,23,47,157,1.47,2,1
SKU-03855,69,8.25,4.32,16,43,109,1.1,2,1
SKU-03856,73,6.64,2.99,18,50,110,1.1,3,1
SKU-03857,454,9.86,1.49,3,53,68,0.68,1,0
SKU-03858,106,3.57,1.01,21,22,59,0.69,0,0
SKU-03859,385,11.82,4.45,21,42,166,1.08,1,0
SKU-03860,224,8.09,3.86,4,68,84,1.22,0,0
SKU-03861,52,2.05,0.76,16,8,24,0.7,1,0
SKU-03862,236,7.95,3.89,16,43,107,0.98,2,0
SKU-03863,42,5.31,2.75,10,38,65,0.86,1,1
SKU-03864,575,17.21,4.0,3,116,142,0.94,2,0
SKU-03865,242,3.03,1.24,2,28,31,0.72,0,0
SKU-03866,109,3.13,1.18,7,24,35,0.64,2,0
SKU-03867,420,10.78,2.3,8,92,135,0.82,0,0
SKU-03868,245,7.17,2.47,7,37,62,1.37,1,0
SKU-03869,200,6.91,2.59,18,27,89,1.31,3,1
SKU-03870,1945,31.34,15.94,13,257,461,0.6,0,0
SKU-03871,230,12.81,4.23,5,52,84,0.59,2,0
SKU-03872,239,6.25,0.88,4,55,67,0.99,1,0
SKU-03873,81,1.8,0.62,20,17,35,0.78,3,0
SKU-03874,271,5.97,3.1,28,30,114,1.32,2,0
SKU-03875,202,2.75,1.06,24,23,56,0.99,1,0
SKU-03876,139,3.78,0.98,23,23,66,1.35,1,1
SKU-03877,61,3.89,2.18,10,20,39,0.61,0,1
SKU-03878,807,16.3,2.9,21,98,269,1.47,1,0
SKU-03879,35,2.23,0.59,4,17,21,1.27,0,1
SKU-03880,214,15.21,4.85,6,151,197,1.23,1,1
SKU-03881,233,11.13,5.22,5,57,85,1.44,1,1
SKU-03882,557,11.01,5.7,7,87,126,0.97,3,0
SKU-03883,19,3.64,0.47,12,19,41,0.65,1,1
SKU-03884,212,13.85,6.87,3,66,87,1.0,0,0
SKU-03885,179,3.27,1.51,24,24,63,1.32,1,0
SKU-03886,1068,20.94,11.46,22,174,404,1.36,1,0
SKU-03887,163,16.56,9.11,19,133,290,0.99,2,1
SKU-03888,498,23.35,11.41,6,224,294,1.23,1,1
SKU-03889,213,8.28,1.62,26,31,139,0.75,0,0
SKU-03890,75,7.16,1.84,2,49,56,0.73,4,1
SKU-03891,17,5.84,3.32,29,29,114,1.09,2,1
SKU-03892,2413,30.91,12.34,22,269,609,0.92,1,0
SKU-03893,252,12.43,4.59,7,43,87,0.66,1,0
SKU-03894,54,2.78,1.55,7,12,22,1.26,1,1
SKU-03895,914,19.36,10.4,21,163,366,1.03,4,0
SKU-03896,242,6.96,3.23,24,38,122,1.02,3,0
SKU-03897,24,0.47,0.25,15,4,8,0.69,2,0
SKU-03898,274,4.36,0.68,3,44,51,0.74,0,0
SKU-03899,678,16.55,7.92,15,103,227,1.19,2,0
SKU-03900,154,11.16,6.5,15,75,159,1.35,3,1
SKU-03901,517,12.76,1.59,11,125,195,0.68,0,0
SKU-03902,491,19.23,4.07,27,158,418,1.31,1,1
SKU-03903,58,1.49,0.74,11,7,15,1.29,2,0
SKU-03904,275,4.4,1.58,8,38,56,1.31,2,0
SKU-03905,421,8.42,1.21,20,56,140,1.08,0,0
SKU-03906,612,16.88,3.95,19,144,304,0.85,2,0
SKU-03907,129,3.26,0.85,19,23,54,1.27,0,1
SKU-03908,195,6.22,1.62,16,29,79,0.98,1,0
SKU-03909,230,8.02,4.32,10,70,110,0.72,0,0
SKU-03910,123,4.22,1.82,9,13,32,0.9,1,0
SKU-03911,275,7.96,3.72,5,73,93,0.96,2,0
SKU-03912,319,7.14,0.76,7,62,87,1.01,1,0
SKU-03913,391,5.2,1.63,18,51,98,1.4,0,0
SKU-03914,315,13.83,3.58,13,45,135,0.91,1,1
SKU-03915,357,12.15,6.39,22,74,208,0.78,2,0
SKU-03916,242,14.26,8.23,24,60,231,1.46,2,1
SKU-03917,509,15.13,4.72,17,85,214,0.74,1,0
SKU-03918,50,1.98,1.16,4,11,15,0.51,4,0
SKU-03919,94,2.21,0.24,2,16,18,1.35,1,0
SKU-03920,584,13.02,3.42,8,79,131,1.45,1,0
SKU-03921,86,5.6,2.73,9,55,80,1.18,0,1
SKU-03922,167,5.04,1.41,4,25,35,0.91,1,0
SKU-03923,26,4.43,2.48,23,26,77,1.04,1,1
SKU-03924,782,14.6,3.05,12,115,203,1.33,2,0
SKU-03925,335,29.64,14.76,22,146,472,1.39,2,1
SKU-03926,577,15.07,3.03,7,122,175,0.6,1,0
SKU-03927,122,5.4,1.07,2,43,48,1.37,0,1
SKU-03928,369,14.09,4.55,5,113,148,1.12,0,0
SKU-03929,105,2.14,1.23,15,17,33,0.53,1,0
SKU-03930,250,6.75,2.65,15,59,110,0.61,2,0
SKU-03931,74,1.49,0.62,14,15,25,0.55,1,0
SKU-03932,180,5.61,0.59,28,19,98,1.45,2,1
SKU-03933,92,9.12,1.17,20,59,150,0.93,2,1
SKU-03934,1092,33.25,4.44,22,289,655,1.22,1,1
SKU-03935,270,17.81,9.08,5,53,98,0.5,2,0
SKU-03936,82,1.52,0.33,15,10,21,1.29,0,0
SKU-03937,41,1.69,0.45,19,13,29,0.98,2,1
SKU-03938,73,4.24,1.72,18,18,56,1.42,0,1
SKU-03939,1107,25.31,9.92,28,147,501,1.02,1,0
SKU-03940,75,1.6,0.49,15,14,26,1.29,0,0
SKU-03941,124,4.46,0.46,12,15,42,1.13,2,1
SKU-03942,20,4.44,1.44,28,18,80,1.02,1,1
SKU-03943,279,10.76,5.05,11,94,153,1.45,0,1
SKU-03944,655,14.34,3.12,17,124,246,1.0,0,0
SKU-03945,135,12.23,5.55,2,87,99,1.39,2,1
SKU-03946,267,9.7,1.04,6,57,86,0.54,1,0
SKU-03947,6,2.05,1.14,3,8,11,1.16,0,1
SKU-03948,364,8.61,4.95,13,75,131,1.41,0,0
SKU-03949,774,19.6,1.98,28,92,366,1.4,2,1
SKU-03950,1943,24.09,7.92,3,226,262,0.99,0,0
SKU-03951,289,10.56,3.24,29,89,242,0.97,2,1
SKU-03952,3,1.54,0.8,26,5,25,1.31,3,1
SKU-03953,669,10.69,3.96,2,80,91,0.84,0,0
SKU-03954,362,7.12,2.89,2,67,74,1.44,1,0
SKU-03955,98,1.82,0.37,27,17,42,0.75,1,0
SKU-03956,171,3.08,0.43,18,22,50,0.57,3,0
SKU-03957,61,3.64,1.62,6,15,26,1.27,1,1
SKU-03958,415,13.06,5.36,28,101,284,0.9,0,0
SKU-03959,1393,23.42,12.09,17,179,378,0.86,1,0
SKU-03960,393,11.68,6.1,19,83,194,0.82,1,0
SKU-03961,446,13.35,5.55,20,65,199,1.48,1,1
SKU-03962,582,7.51,2.77,7,70,96,1.07,2,0
SKU-03963,127,4.98,2.77,12,32,62,1.49,1,1
SKU-03964,499,11.91,5.96,5,61,91,0.84,2,0
SKU-03965,158,9.79,5.3,16,47,125,0.91,1,1
SKU-03966,176,3.95,2.36,29,20,77,0.71,3,0
SKU-03967,183,9.31,2.81,19,58,146,0.93,2,1
SKU-03968,92,7.9,3.62,21,36,119,0.56,1,1
SKU-03969,278,6.18,2.74,7,41,63,0.5,0,0
SKU-03970,183,4.83,0.9,17,21,62,0.95,0,0
SKU-03971,373,10.55,4.41,29,52,205,1.25,2,1
SKU-03972,143,5.1,1.6,4,20,30,0.94,0,0
SKU-03973,1438,29.66,9.65,7,163,267,1.02,1,0
SKU-03974,356,11.4,2.17,22,67,192,0.95,1,0
SKU-03975,507,10.68,5.04,2,62,73,1.03,1,0
SKU-03976,46,6.9,3.1,7,56,80,1.28,1,1
SKU-03977,62,5.75,2.11,28,37,117,1.3,2,1
SKU-03978,28,1.16,0.21,2,9,10,1.34,0,0
SKU-03979,128,4.19,1.59,14,14,43,0.71,1,0
SKU-03980,22,1.5,0.23,11,9,17,0.96,2,1
SKU-03981,23,1.48,0.4,13,5,15,1.33,1,1
SKU-03982,14,2.66,0.76,9,17,29,1.44,1,1
SKU-03983,156,18.23,9.88,9,133,215,1.04,0,1
SKU-03984,856,18.17,5.59,23,156,365,0.99,0,0
SKU-03985,40,4.27,1.7,2,29,33,1.26,1,1
SKU-03986,98,2.0,1.07,5,11,16,1.49,1,0
SKU-03987,225,5.54,1.73,9,27,52,0.93,1,0
SKU-03988,735,12.96,7.02,25,126,288,0.67,0,0
SKU-03989,271,15.75,2.65,13,69,171,1.33,0,1
SKU-03990,249,9.21,2.6,2,30,39,1.21,1,0
SKU-03991,195,10.45,1.54,16,41,125,0.65,1,0
SKU-03992,208,9.72,3.7,19,97,189,0.82,2,1
SKU-03993,55,1.62,0.94,14,15,26,1.05,1,1
SKU-03994,47,2.21,0.95,4,12,16,1.23,1,1
SKU-03995,402,24.06,9.94,26,73,386,1.28,1,1
SKU-03996,305,9.18,2.19,26,77,196,0.66,0,0
SKU-03997,37,0.84,0.48,27,4,15,0.72,0,0
SKU-03998,204,10.91,3.66,28,34,187,1.24,0,1
SKU-03999,61,3.48,0.81,10,22,39,0.62,1,0
SKU-04000,392,16.63,9.88,13,99,207,1.0,0,0
SKU-04001,572,15.42,4.8,28,85,301,1.05,1,0
SKU-04002,243,12.46,3.56,14,94,181,0.84,0,1
SKU-04003,96,9.1,1.07,26,74,192,1.3,0,1
SKU-04004,884,19.44,3.68,20,134,328,0.56,2,0
SKU-04005,257,20.79,10.49,27,64,345,1.28,0,1
SKU-04006,19,3.57,1.22,2,11,15,1.15,1,1
SKU-04007,522,12.36,7.14,21,113,243,1.01,2,0
SKU-04008,116,4.88,0.69,24,21,80,1.37,3,1
SKU-04009,14,3.11,1.27,7,18,29,0.7,1,1
SKU-04010,564,20.78,9.56,22,77,306,1.3,0,1
SKU-04011,304,13.79,5.66,7,64,112,0.69,1,0
SKU-04012,45,9.67,3.53,27,62,193,1.49,0,1
SKU-04013,149,3.89,1.51,27,18,71,0.53,0,0
SKU-04014,887,21.19,9.42,2,161,182,1.05,3,0
SKU-04015,174,3.44,1.83,16,19,47,0.67,0,0
SKU-04016,69,2.75,0.74,12,23,39,0.91,3,1
SKU-04017,232,7.92,2.61,26,57,160,0.65,0,0
SKU-04018,387,12.96,5.42,10,62,127,0.69,4,0
SKU-04019,438,6.0,1.54,22,52,118,0.56,2,0
SKU-04020,629,8.99,1.7,5,86,108,0.51,0,0
SKU-04021,119,4.86,2.83,7,19,36,1.22,4,0
SKU-04022,305,5.34,1.05,29,41,118,0.95,1,0
SKU-04023,252,25.89,5.6,12,192,347,0.55,0,1
SKU-04024,386,7.35,3.01,23,57,142,1.44,0,0
SKU-04025,358,20.29,2.81,29,65,359,1.17,5,1
SKU-04026,17,1.42,0.17,29,5,26,0.76,1,1
SKU-04027,217,16.86,2.23,2,85,102,0.94,2,1
SKU-04028,44,4.06,0.66,8,14,30,0.99,0,1
SKU-04029,122,14.03,4.41,22,78,232,1.07,2,1
SKU-04030,107,4.03,2.07,27,37,91,1.36,2,1
SKU-04031,35,5.66,1.53,29,31,113,1.09,1,1
SKU-04032,112,3.02,0.95,22,17,50,1.48,2,1
SKU-04033,340,14.22,5.69,4,69,97,1.23,1,1
SKU-04034,151,15.82,3.97,22,94,268,1.49,3,1
SKU-04035,238,4.18,1.32,9,36,55,1.05,0,0
SKU-04036,34,1.86,0.55,24,16,38,1.18,1,1
SKU-04037,565,20.09,5.44,17,119,290,1.24,2,1
SKU-04038,233,4.64,1.37,7,27,43,1.25,1,0
SKU-04039,223,7.05,0.74,25,31,119,0.52,2,0
SKU-04040,197,3.54,1.92,29,35,86,0.63,0,0
SKU-04041,383,13.27,7.81,16,69,175,0.73,0,0
SKU-04042,77,13.5,7.17,24,73,235,0.77,1,1
SKU-04043,557,22.37,2.3,3,134,168,1.41,3,0
SKU-04044,193,17.2,8.18,9,61,138,1.22,2,1
SKU-04045,399,16.39,6.34,5,87,128,0.64,2,0
SKU-04046,627,7.57,1.11,9,72,106,0.93,0,0
SKU-04047,180,6.86,3.89,12,24,65,0.74,3,0
SKU-04048,358,13.14,6.41,14,62,154,1.33,1,1
SKU-04049,221,7.24,1.25,11,33,73,1.42,2,1
SKU-04050,557,17.61,10.25,17,82,232,0.66,3,0
SKU-04051,145,3.34,0.54,8,32,45,0.92,0,0
SKU-04052,94,1.39,0.46,11,11,19,1.45,1,0
SKU-04053,661,12.05,2.16,25,114,265,1.16,0,0
SKU-04054,318,5.15,0.9,17,46,90,1.37,2,0
SKU-04055,13,2.88,1.68,2,21,24,0.86,0,1
SKU-04056,1126,31.92,12.32,11,221,397,0.71,0,0
SKU-04057,194,8.13,1.87,25,53,155,1.19,2,1
SKU-04058,18,2.27,1.11,7,18,26,0.64,2,1
SKU-04059,228,4.64,2.49,27,37,100,1.34,0,0
SKU-04060,395,6.4,3.58,10,46,78,1.25,5,0
SKU-04061,498,11.87,6.72,19,73,186,0.8,2,0
SKU-04062,44,4.66,2.58,15,36,71,1.0,1,1
SKU-04063,29,7.13,2.99,19,29,97,1.3,1,1
SKU-04064,237,9.92,2.69,24,68,187,1.43,1,1
SKU-04065,192,11.33,6.38,6,75,109,0.85,1,0
SKU-04066,38,7.55,1.22,11,51,93,1.29,0,1
SKU-04067,142,25.61,4.72,17,168,386,0.69,3,1
SKU-04068,381,13.37,4.24,9,110,170,1.4,2,1
SKU-04069,177,12.84,3.11,12,107,184,1.19,0,1
SKU-04070,144,12.51,5.1,26,66,229,0.65,0,1
SKU-04071,773,17.71,9.79,8,97,168,1.24,0,0
SKU-04072,268,9.43,3.26,7,29,62,1.22,1,0
SKU-04073,95,3.28,1.24,18,12,42,1.24,1,1
SKU-04074,134,10.94,3.41,4,53,75,0.84,2,1
SKU-04075,201,11.97,5.43,2,100,112,1.24,0,1
SKU-04076,915,19.62,2.95,26,168,423,1.33,0,0
SKU-04077,107,2.98,0.37,9,14,27,0.85,1,0
SKU-04078,213,3.71,1.56,5,34,43,0.71,1,0
SKU-04079,352,8.34,3.06,20,47,130,1.39,0,0
SKU-04080,515,12.77,3.88,15,110,206,1.12,0,0
SKU-04081,142,2.47,0.66,14,15,32,0.96,2,0
SKU-04082,180,3.06,0.39,14,24,45,1.38,0,0
SKU-04083,77,14.99,6.6,6,82,127,0.64,2,1
SKU-04084,36,2.58,0.8,26,9,43,1.31,1,1
SKU-04085,100,3.76,1.21,2,18,22,0.99,1,0
SKU-04086,298,15.66,8.56,15,123,240,0.54,0,0
SKU-04087,471,12.63,5.92,9,119,176,1.47,0,0
SKU-04088,211,4.7,0.99,19,35,80,1.28,3,0
SKU-04089,509,11.61,4.98,17,97,196,0.71,0,0
SKU-04090,250,10.04,1.67,12,31,91,1.42,1,1
SKU-04091,169,7.32,1.44,16,61,120,1.44,0,1
SKU-04092,441,5.87,2.68,8,52,75,1.3,1,0
SKU-04093,217,11.28,1.84,5,66,94,0.63,4,0
SKU-04094,158,2.81,0.67,27,18,56,0.69,5,0
SKU-04095,102,11.18,6.14,19,38,144,1.25,1,1
SKU-04096,197,9.36,4.39,20,40,134,1.41,2,1
SKU-04097,295,9.87,5.57,29,34,177,0.72,1,0
SKU-04098,86,3.61,1.95,27,29,78,0.96,1,1
SKU-04099,1335,19.96,5.12,18,172,352,0.65,1,0
SKU-04100,90,4.72,1.96,24,18,75,0.98,2,1
SKU-04101,212,5.37,1.55,16,51,94,1.14,2,0
SKU-04102,393,7.09,3.18,8,63,91,0.52,0,0
SKU-04103,197,12.61,3.46,19,89,209,1.14,0,1
SKU-04104,586,9.65,0.97,27,95,225,1.14,3,0
SKU-04105,34,1.79,0.26,26,16,39,0.96,1,1
SKU-04106,249,8.04,3.9,16,37,101,1.4,1,1
SKU-04107,478,8.57,1.22,28,83,203,0.63,0,0
SKU-04108,211,20.29,8.11,7,124,195,0.55,2,1
SKU-04109,37,6.31,3.34,3,26,35,1.0,2,1
SKU-04110,300,11.84,5.57,13,52,129,1.03,0,1
SKU-04111,500,41.74,12.8,7,325,471,0.77,1,1
SKU-04112,1041,17.97,3.67,28,178,430,1.46,2,0
SKU-04113,198,3.43,1.93,5,21,30,0.75,0,0
SKU-04114,151,13.83,5.3,16,97,208,0.77,1,1
SKU-04115,263,11.22,3.4,23,57,186,1.31,0,1
SKU-04116,468,6.15,3.51,5,55,70,1.42,1,0
SKU-04117,457,13.94,2.89,3,53,74,1.04,2,0
SKU-04118,19,3.38,1.09,17,24,53,0.52,1,1
SKU-04119,258,4.8,0.74,27,34,99,0.86,1,0
SKU-04120,58,7.15,1.16,2,22,29,0.72,3,1
SKU-04121,397,5.92,1.77,2,57,63,1.01,0,0
SKU-04122,450,12.89,5.8,27,127,301,1.18,2,1
SKU-04123,121,7.87,2.12,18,49,120,0.89,0,1
SKU-04124,203,5.44,2.42,21,44,101,1.04,1,0
SKU-04125,319,17.77,8.93,9,159,239,1.26,1,1
SKU-04126,201,12.55,6.76,10,48,111,0.75,0,0
SKU-04127,35,2.18,0.27,15,8,24,0.7,2,1
SKU-04128,156,2.13,1.04,7,17,24,1.31,0,0
SKU-04129,199,5.47,0.95,14,38,76,0.54,2,0
SKU-04130,129,2.46,1.1,28,19,53,0.65,0,0
SKU-04131,223,15.86,4.53,22,111,285,0.51,1,1
SKU-04132,368,5.0,2.27,26,40,105,1.06,1,0
SKU-04133,232,11.83,2.45,15,48,137,1.1,1,1
SKU-04134,72,13.69,5.78,24,62,226,1.03,1,1
SKU-04135,34,1.18,0.19,13,5,13,0.91,0,0
SKU-04136,103,5.19,0.96,19,31,80,1.03,1,1
SKU-04137,174,6.9,2.81,22,57,133,0.69,0,0
SKU-04138,284,9.97,2.68,25,88,213,1.33,3,1
SKU-04139,390,15.25,6.89,27,89,295,1.48,3,1
SKU-04140,700,32.86,14.54,4,237,303,1.04,1,0
SKU-04141,868,23.94,9.83,24,121,408,0.87,1,0
SKU-04142,101,7.8,3.63,21,49,131,1.29,2,1
SKU-04143,128,7.73,3.84,22,74,159,0.69,2,1
SKU-04144,153,22.29,12.39,2,109,131,0.82,1,1
SKU-04145,279,8.13,1.14,15,69,130,1.44,0,1
SKU-04146,26,5.09,1.96,28,17,88,0.69,1,1
SKU-04147,63,16.04,7.61,27,87,304,0.61,0,1
SKU-04148,240,10.33,2.15,8,79,120,1.05,0,1
SKU-04149,168,2.1,0.49,15,18,34,1.09,0,0
SKU-04150,27,6.36,1.48,26,45,128,1.1,2,1
SKU-04151,25,2.54,0.98,28,23,59,0.66,2,1
SKU-04152,27,0.47,0.13,11,4,7,1.22,1,0
SKU-04153,913,26.16,11.33,24,192,506,0.74,2,0
SKU-04154,69,8.95,3.63,25,49,161,1.45,3,1
SKU-04155,300,6.55,2.81,6,36,56,0.73,1,0
SKU-04156,256,5.43,1.23,2,40,45,0.52,1,0
SKU-04157,301,8.25,3.99,3,63,75,1.07,4,0
SKU-04158,164,5.38,2.32,6,31,47,0.7,2,0
SKU-04159,153,3.48,0.58,22,20,58,1.13,2,0
SKU-04160,33,5.64,1.13,12,24,58,0.73,1,1
SKU-04161,540,20.84,5.22,21,63,282,0.93,0,1
SKU-04162,144,15.79,8.97,4,98,130,0.68,0,1
SKU-04163,224,5.65,1.49,18,50,101,0.93,1,0
SKU-04164,612,27.93,3.07,22,234,541,0.64,1,0
SKU-04165,480,7.73,1.32,29,77,189,0.84,0,0
SKU-04166,252,4.22,0.49,10,32,53,0.7,1,0
SKU-04167,287,10.66,3.21,17,49,140,1.32,2,1
SKU-04168,433,23.08,11.51,15,179,352,1.23,2,1
SKU-04169,1275,20.18,6.56,11,178,289,0.67,1,0
SKU-04170,289,4.41,2.29,19,33,75,0.58,1,0
SKU-04171,35,2.87,0.36,17,18,42,0.53,3,1
SKU-04172,122,6.08,2.04,25,45,121,0.73,0,1
SKU-04173,195,11.98,5.91,2,38,50,0.98,2,0
SKU-04174,482,14.36,6.28,8,70,127,0.9,1,0
SKU-04175,120,18.28,9.62,18,75,240,1.47,3,1
SKU-04176,52,9.32,2.21,18,55,139,1.29,1,1
SKU-04177,473,9.55,3.35,27,88,217,0.58,0,0
SKU-04178,291,9.06,3.97,20,39,130,0.66,0,0
SKU-04179,179,16.69,3.08,2,58,75,0.53,0,1
SKU-04180,676,14.54,7.38,15,123,232,0.64,0,0
SKU-04181,293,4.27,1.09,25,39,92,1.03,1,0
SKU-04182,68,13.32,1.95,26,90,263,0.58,0,1
SKU-04183,306,15.96,7.71,24,90,282,0.56,2,0
SKU-04184,314,16.84,7.62,15,101,227,0.62,5,0
SKU-04185,532,10.33,5.6,4,79,100,1.17,1,0
SKU-04186,548,9.93,5.42,7,88,123,0.52,0,0
SKU-04187,271,7.99,1.91,25,35,135,1.47,2,1
SKU-04188,418,8.64,3.63,11,80,128,0.88,0,0
SKU-04189,468,25.14,15.07,23,191,480,0.84,3,1
SKU-04190,305,8.86,1.97,3,72,85,0.97,0,0
SKU-04191,66,4.57,1.54,15,16,50,1.02,0,1
SKU-04192,618,10.49,5.82,28,99,246,0.92,2,0
SKU-04193,826,14.17,2.15,8,95,152,0.99,1,0
SKU-04194,404,16.36,9.23,2,91,107,0.84,0,0
SKU-04195,125,3.45,1.19,10,20,37,0.82,1,0
SKU-04196,223,21.8,11.91,3,110,143,0.53,2,1
SKU-04197,312,13.8,5.67,19,57,188,1.17,1,1
SKU-04198,462,20.98,9.14,7,68,141,1.12,1,1
SKU-04199,84,2.37,1.15,8,11,20,1.17,0,0
SKU-04200,992,17.28,2.31,18,112,268,1.44,0,0
SKU-04201,231,3.3,1.37,11,25,43,0.97,0,0
SKU-04202,268,6.66,3.74,20,54,121,1.38,3,1
SKU-04203,797,14.11,8.16,28,101,299,0.94,2,0
SKU-04204,81,3.01,1.76,28,11,53,0.98,2,1
SKU-04205,164,5.34,2.26,22,32,91,1.13,1,1
SKU-04206,14,2.32,0.97,29,18,52,0.72,0,1
SKU-04207,1013,13.85,5.21,22,114,266,0.72,2,0
SKU-04208,200,4.21,1.7,3,22,28,1.01,0,0
SKU-04209,397,8.44,3.43,28,80,198,0.57,0,0
SKU-04210,332,11.23,1.36,17,96,191,0.74,1,0
SKU-04211,136,10.41,1.5,2,93,103,1.29,0,1
SKU-04212,74,9.73,3.99,19,75,167,0.96,1,1
SKU-04213,425,9.72,2.5,8,57,96,0.53,0,0
SKU-04214,100,2.48,0.62,16,24,44,0.56,0,0
SKU-04215,349,6.96,1.37,20,65,135,1.42,0,0
SKU-04216,263,9.65,4.83,2,85,95,1.46,1,0
SKU-04217,475,8.89,5.18,14,82,144,1.14,2,0
SKU-04218,507,7.6,3.15,3,72,83,0.68,0,0
SKU-04219,324,4.72,2.7,5,39,51,0.87,0,0
SKU-04220,217,10.24,5.55,7,45,81,0.81,5,0
SKU-04221,244,11.65,2.43,23,79,213,1.29,0,1
SKU-04222,51,5.94,1.05,13,43,82,1.04,3,1
SKU-04223,1079,16.44,3.38,3,138,163,1.28,3,0
SKU-04224,1117,22.1,3.27,22,143,386,0.86,1,0
SKU-04225,200,8.56,3.35,17,56,129,1.37,3,1
SKU-04226,100,4.35,1.05,5,43,54,0.93,1,0
SKU-04227,118,2.97,1.65,17,18,43,0.92,4,0
SKU-04228,187,6.59,2.68,8,26,52,0.99,1,0
SKU-04229,431,8.09,2.26,19,64,141,1.09,0,0
SKU-04230,19,2.82,1.67,28,16,55,1.39,0,1
SKU-04231,275,6.43,3.71,10,30,62,0.96,1,0
SKU-04232,605,15.86,7.76,22,117,291,1.43,1,1
SKU-04233,57,0.96,0.48,2,9,10,0.89,0,0
SKU-04234,42,8.97,5.28,13,47,105,0.82,0,1
SKU-04235,19,5.32,2.13,26,30,99,0.8,0,1
SKU-04236,83,8.29,4.48,4,52,69,0.52,0,1
SKU-04237,688,22.89,3.03,28,179,499,1.35,2,1
SKU-04238,401,7.99,3.01,4,46,62,0.58,3,0
SKU-04239,294,7.14,2.51,15,43,97,0.83,1,0
SKU-04240,953,13.24,1.57,7,105,151,0.75,0,0
SKU-04241,647,10.35,1.48,2,102,112,1.24,0,0
SKU-04242,65,9.0,1.0,11,47,97,1.43,3,1
SKU-04243,487,10.62,2.62,18,75,171,1.32,1,0
SKU-04244,964,18.85,2.39,22,161,368,0.82,2,0
SKU-04245,554,15.17,4.73,10,68,144,0.96,1,0
SKU-04246,308,6.76,3.42,15,59,110,0.75,3,0
SKU-04247,316,22.09,8.99,7,121,198,1.42,3,1
SKU-04248,148,5.59,2.44,22,21,82,0.62,2,0
SKU-04249,200,8.97,1.04,6,28,55,1.45,1,1
SKU-04250,156,9.74,5.06,26,31,158,1.31,0,1
SKU-04251,74,6.51,1.13,7,56,79,1.21,1,1
SKU-04252,643,20.53,5.16,20,159,364,1.27,0,1
SKU-04253,420,6.26,2.24,11,54,88,0.84,2,0
SKU-04254,194,7.52,4.25,29,62,171,0.8,0,0
SKU-04255,645,16.7,10.0,9,95,170,0.88,0,0
SKU-04256,149,5.75,2.83,28,55,135,0.68,0,0
SKU-04257,86,2.71,1.26,25,25,59,1.25,3,1
SKU-04258,172,9.16,3.33,15,50,119,0.98,3,1
SKU-04259,51,3.52,1.52,15,30,56,1.39,3,1
SKU-04260,101,3.18,0.55,11,28,45,1.38,2,1
SKU-04261,47,0.99,0.23,13,6,12,0.66,1,0
